"id","profileName","text","date","title","rating","images","helpful","Style name"
"R3MNWBS4KCGFUE","Srimoyee Das","My biggest concern with this band is that it often doesn't track my steps and the mobile app shows a different number versus the band.And I have had to charge it 3 times already since I bought it on the 18th of Jan. Which ideally means the battery life doesn't run for 14 days as stipulated.Sleep accuracy is decent. One off day it will pick up a random sleep.cycle during the evening which didn't occur.","Reviewed in India on 5 February 2021","The pace tracker and battery life are worrisome.",4,"",0,"Smart Band"
"RTIRTQV5O841K","venu aravind","*battery*As specified in detail page, the battery is not 14 days. It's less than 4 days when connected to phone. (1.5/5)*Sync with phone*Intermittent issues with connectivity (3/5)*Pedometer*Super wrong information (2/5)*Charging compatible* (3/5)The doc is not as comfortable","Reviewed in India on 20 January 2021","Oneplus didn't meet the expectation. Setting the expectation high for OnePlus watch",3,"https://images-na.ssl-images-amazon.com/images/I/81a+zy-7mnL.jpg",0,"Smart Band"
"RGOYZYF3MOVQE","Saravana kumar","Dispaly clearity of Good..,very hard to remove the device from the charger.,One plus health needs to be improve a lot","Reviewed in India on 16 January 2021","One plus team needs to work more",3,"","2","Smart Band"
"RIHFCPWWF7BZA","sarfaraz ali","It's a pathetic product as the battery won't last a week. What's the point of adding lots of feature if we can't use them properly","Reviewed in India on 9 March 2021","Pathetic product",1,"",1,"Smart Band"
"R17PF0YG9BBJ0G","Arvind","Doesn't update SPO2 levels in the OnePlus Health App when you wear the Band to Sleep.Can't set any alarm or Alert when SPO2 levels falls low.Can't send triggers/ Alerts from Band to App on the Mobile Phone which would have been actually more convenient to monitor, especially with the old people whi can't read well on small device screen.","Reviewed in India on 31 May 2021","SPO2 monitoring mechanism is flawed in automatic mode",1,"",0,"Smart Band"
"R3OX1WENIKST6G","Yes we Associates","We bought it on 3rd March in April it suddenly shutdown and when we try to charge it is not charging too","Reviewed in India on 8 May 2022","Waste",2,"",0,"Smart Band"
"R1NELLC45U0WAJ","Tanmay Sharma","This product is too costly as we compare to other fitness band in that price bracket and totally a copy of Oneplus Band just putting the name of OPPO on the band totally copy paste of Oneplus Band you can go for other bands in this price bracket please don't go with this one.","Reviewed in India on 8 March 2021","Copy of oneplus Band",1,"",0,"Smart Band"
"R3FBKLH45IPUSB","Karan Yadav","A good product but prefer MI band 5 as that was a cheaper substitute.If both of these are of same price then you can choose it.Mobile app is seriously disaster.Needs a update for mobile app.Everything else is good","Reviewed in India on 27 January 2021","Good Band but expected better from Oneplus side",4,"https://images-na.ssl-images-amazon.com/images/I/911+lu4wWUL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1FkEe0A08S.jpg
https://images-na.ssl-images-amazon.com/images/I/B1Hn81qjbMS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1+r4eUjQjS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1BmKcT88tS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1LeXO5iQCS.jpg",1,"Smart Band"
"R3DGW4BMETXMZO","kiran","Not at all properly working, if u activate any exercise mode, it will be in same mode till u stop it, even if u move 10 km in car/bus. Not sure why it can not come out of that mode based on distance and speed u travelledEx I can not move 3-4 Kms while playing badmintion.","Reviewed in India on 9 February 2021","Waste of money",1,"",0,"Smart Band"
"R3SJNSMVMFKH1O","Shubham","Whenever you switch this off, it automatically turns on. And starts flickering green light. That can't be turned off unless picked up. Very inconvenient. Inaccurate step counter.","Reviewed in India on 14 July 2021","Waste of money",2,"",0,"Smart Band"
"R1EUAJP3E3WOKV","Sameer","I bought a lot of watches like really a lot of...But When I saw this one...guys believe me...I knew this was my destination when it came to fitness bands. Luckily ...Amazon delivered it 2 days before. And that's the promise of Amazon. So...Let's talk about the ""Band"". If you can afford ₹2299/-... You must go for this one. Period. No arguement.","Reviewed in India on 23 May 2021","Budget friendly and a lot of options if you are really a pro.",5,"",0,"Smart Band"
"RX1CG7ZWEJK32","harsh","I see disconnection issue with one plus mobile itself. Not sure why it happens, it takes time to connect as well.Other then that look is good. But failed to stand quality.","Reviewed in India on 17 January 2021","Quality not so good, connection issue observed.",2,"",0,"Smart Band"
"R15B9SAXSOSRA1","SAYALI","I don't know about the heart beat tracking. Coz it shows upto 160 bpm, which is kind a weird. Otherwise sleep tracking was just awesome and other interfacing with mobile app also very good.. Very comfortable on the wrist.. Overall I loved it....","Reviewed in India on 1 July 2021","Very useful watch",5,"https://images-na.ssl-images-amazon.com/images/I/C1TBHrzK5MS.jpg",0,"Smart Band"
"RZZHZEEMHVVM4","Ram Kumar","Thoroughly disappointed.Battery lasts only for two days with moderate usage.GPS is not working properly. No sync with professional apps like Strava. Poor accuracy. Didn't expect such a crap from OnePlus!","Reviewed in India on 18 January 2021","Faulty Functions. Real crap from OnePlus.",1,"",0,"Smart Band"
"R2DGURUXTBL9IM","Rushabh Shah","I received watch and writing this review within a week.Based on my use so far, The watch has met all expectations and it's worth money.Especially SpO2 tracking in this COVID times is really helpful.","Reviewed in India on 30 May 2021","Value for money (Initial review)",5,"",0,"Smart Band"
"R35V43B604UK8U","Sachin Raut","In the product description company stated that batter will last for 14 days, forget about 14 days it is not lasting even for two days. Actually I wanted to return the product but the return window closed so I can not. Now carrying it with sad heart.","Reviewed in India on 28 May 2021","Bad Battery Life",1,"",0,"Smart Band"
"R2G9G160QL0P85","Vamsee Mohan","Steps tracking is very inaccurate. Traveling by car or by other means counts distance and number of steps. Default timers aren't adjustable, last used timer is not saved. Battery life is good.","Reviewed in India on 18 April 2022","Review",4,"",0,"Smart Band"
"R1158R7UP584W9","Amazon Customer","1. Low accuracy2. 4 days battery back up3. Google fit sync won't work and they don't even respond to 1000's of users about same4. While driving car also it will count steps5. Lot of scope to improve Mobile App6. Stress monitoring is not present ,all the data required is present why can't they provide it?","Reviewed in India on 20 August 2021","Sub-par product from one plus",1,"",0,"Smart Band"
"R3GVRLQJUBAAOE","Navfil","The device is not connecting to any of my phone , I first tried with my OnePlus 6 and then poco F2 it didn't connect neither. Am a OnePlus fan but am extremely disappointed with this product","Reviewed in India on 16 January 2021","Waste of money",1,"","2","Smart Band"
"R1U6W7SOZ0LVEM","Suchi Agarwal","When I came on the review page I could find every rating but battery life rating. Everything in this watchbis good except for battery life.Product sleep study is amazing. Steps or distance accuracy is ok. Oxygen n heart rate monitoring is great. Operating it is very easy.Battery for a normal user is onlr 3-4 days.","Reviewed in India on 20 January 2021","Good product but lacs battery life",4,"",0,"Smart Band"
"R1OTHEW3HVJ9OU","Gb","While the no of steps count is almost similar to my fitbit versa, the KM conversion is off by half a kilometer ! Not happy with the purchase, wish I could return instead of replace.","Reviewed in India on 17 June 2021","KM count is way off !",2,"",1,"Smart Band"
"R29IVPA173I7KT","Avinash Gupta","I had been using mi band 3 previously for more than a year , but I switched to 1+ band . It's pretty amazing to buy right now , don't know about others regarding battery drainage but in my opinion it's all depends on using it properly , people just jump on the conclusion very soon without using for more than 2-3 months . So, overall a great product from oneplus and it's your choice whether to buy or not .","Reviewed in India on 17 January 2021","Great design and strap is more robust than mi band strap.",5,"https://images-na.ssl-images-amazon.com/images/I/C1+sBIT9kQS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1ilzHxSEpS.jpg",0,"Smart Band"
"RVUHIFVU17T1F","Manpreet Singh Arora","Considering a big player like OnePlus, the OnePlus band is a good product in this price range. The quality is good. However, the tracking is not completely accurate, but with upcoming updates they might just improve it!","Reviewed in India on 28 January 2021","Good product for the price range",4,"",0,"Smart Band"
"R3O0HWLOY6GKTY","Amazon Customer","In this price category OnePlus offering the best fitness band. It have alots of theme of clock and all sensors in it. From Exercise mode to sleep tracker.. from beatge meter to SPO2 tracker.","Reviewed in India on 21 April 2022","Fantastic fitness band from OnePlus",5,"",0,"Smart Band"
"R3O6GE4S2T58OK","Satish Babu Srirangam","The watch battery is exhausting with in half a day when the other brand smart watches are giving more than 1 week battery back up at one charge with my personal experience.  Dont buy it","Reviewed in India on 6 January 2022","Worst battery backup",1,"",0,"Smart Band"
"R2KMLCVNGTG0V7","Dipri2001","The biggest problem is that there is still no app for iphone for this band, whereas during launch itself it was specified that app will be launched along with the band. Secondly the watch faces are much better in mi band 5 although mi band 5 doesnt have spo2 tracker.","Reviewed in India on 24 February 2021","Good but lacks certain requirements",3,"",0,"Smart Band"
"R256HLIGC0CTAC","Benu Gopal"," There are alot of issue I have face with oneplus band. 1) battery fast drain 2)Hang issue 3)not accuracy 4) major issues is once you are disconnect Bluetooth ,next time the band is not connect with your device . don't purchase this device .","Reviewed in India on 8 February 2021","Worst Experience of Oneplus Band",1,"https://images-na.ssl-images-amazon.com/images/I/81pBfVum7xL.jpg",1,"Smart Band"
"R3DL6Z929C7TV5","Md Shahid","OnePlus band is good rather than bad,actual some negotiation with the design and charging feature,every time u have to pull the band from strap is painful.but built quality is good not like mi bands with it could have a magnetic charging but there is not.","Reviewed in India on 7 February 2022","Heart rate monitor",4,"",0,"Smart Band"
"R32S4I4T4CQ2I9","Tuhin","Finally i haveThe One Plus Smart BandWith All Daily Needs health Tools,Weather, Alarm, Ph Notifications, customized wallpaers,Camera & Music Controller, Stop Watch.Battery Back Up?Beyond I expect 👍Go for it","Reviewed in India on 16 January 2021","Best Smart band with loads of accurate features",5,"https://images-na.ssl-images-amazon.com/images/I/811MlNWaGzL.jpg
https://images-na.ssl-images-amazon.com/images/I/915S1SW18TL.jpg",1,"Smart Band"
"R3B8TPGSGFO2LF","Pramod Mandal","As mentioned on description it has 14 days battery life, but it needs to be plugged in the charger within a week only. If are using this continuously for music then it needs to be plugged into charger within 4-5 days only.","Reviewed in India on 17 November 2021","Value not justified.",2,"",0,"Smart Band"
"R2A5PUPM8ZSLDE","Alam","The day it got shipped I opened it and started charging it blinked for a while and post that it never displayed. Contacted one plus customer care and post few troubleshooting steps he asked to get it replace.","Reviewed in India on 29 May 2021","Awful product",1,"",0,"Smart Band"
"R3SHBWKIE5GD7A","Ajay s."," Incredible band which measures oxygen level ,heart rate of rolled cloth 😂 if I selected one activity (outdoor cycling) and completed the workout.(304 calories burned ) fortunately forgot to end activity and after 2 hrs i saw that I burned 1600+ calories without even doing aNy workout 😂😂😂 great device one+","Reviewed in India on 9 March 2021","Wrost experience i did 12km + cycling and showing only 70 caloeries",3,"",0,"Smart Band"
"R9Q44438QHU5M","Radha","Though the product matched most of the description mentioned in the listing, but battery power was awfull. Product owner clamied 14 days on full charge but it didn't even last for 3 days with most of the options enabled.","Reviewed in India on 21 June 2021","Low Battery life",3,"",0,"Smart Band"
"RBNDZ3YGTVVJM","HK","Connectivity issues- the band if disconnected for a long time, does not reconnect to the phone. Then one has to resort to resetting the band, unpairing it from the phone, and then pairing again. And this happens with oneplus phones. God knows how much worse connectivity must be there with non-oneplus phones","Reviewed in India on 23 March 2021","Worst connectivity to phone",1,"",0,"Smart Band"
"R2E790B14WN7YN","gaurav arora","The band is very basic, it worked fine for a month now the steps counter has stopped working. Battery life is three days max.","Reviewed in India on 24 September 2021","Steps count very inaccurate",1,"",0,"Smart Band"
"R3IYK8SBRXHV89","tushar","Pros:1. Budget2. Flowless software3. No lag in accessing notification or any tool4. Good feedback5. Good sync6. fast chargingCons:1. Battery consumed in 5-6 days with very high use2. less faces for watch","Reviewed in India on 17 June 2022","Best in budget watches. Compared to apple watch it is very close in readings",4,"",0,"Smart Band"
"R18QE4PXYZL89Q","JSR","Worst strap.They told me to approach nearest service centre. They refused to replace strap, told no warranty. I decided to stick it on my hand with quickfix gum. If you decide to buy order with one quickfix...","Reviewed in India on 11 January 2022","After six months it not withstand 8 hrs after full charge.",1,"https://m.media-amazon.com/images/I/61vT+b4R1BL.jpg",0,"Smart Band"
"R1958CN6LV0VCB","kirti","Not good reviews....  Had purchased and gifted to relative . but watch didn't work even one day also....not charging and not connecting to Bluetooth... share customer care no. Pls ..make also 2 years old..  person to whom return me back.. as it of no use . What to do now????","Reviewed in India on 15 June 2022","Old make given.. and watch not working atall",1,"https://m.media-amazon.com/images/I/71C-UsYfb2L.jpg
https://m.media-amazon.com/images/I/71esiw0A0iL.jpg",0,"Smart Band"
"R2BTN7Q17VZZ1H","Gunjan","All activities are ok except the accuracy of colonies burn. Day visibility is also very poor. Strep should be with buckle as this pin doesn't fasten properly sometimes. Charging pin is also very tight. when charging binis taken out, whole component comes out from the strap.","Reviewed in India on 17 March 2022","Charging pin is not contortable.",4,"",0,"Smart Band"
"R18SBU5T46TUUF","Amazon Customer","The UI is lagging a lot.  The watch face is not very attractive. There is no return policy and now not using it... Mi is much better and lot of features available","Reviewed in India on 21 January 2022","The USER INTERFACE is not responding well",1,"",0,"Smart Band"
"R11WU5BZ6KKZ2K","Sherjin Joel","Looks good and not too rounded. Feels good on the wrist. But the accuracy is terrible.  Clocks steps way too much even while sitting. The worst is the sleep tracking, which doesnt work at all. I possibly received a faulty piece.","Reviewed in India on 15 April 2021","Do not buy! Sleep tracker doesn't work!",1,"https://images-na.ssl-images-amazon.com/images/I/B1pFJlw-QyS.jpg",1,"Smart Band"
"R1GA75OODWKZBX","Ashoka","Overall its a good product but battery life not up to the mark..performance wise amazing product.Just loved it😘","Reviewed in India on 23 February 2021","Awesome product",5,"",0,"Smart Band"
"R1OPYVMYIMC41V","Amrit Singh Mahal","tl;dr - The readings are inaccurate, with all the functions ON it doesn't even last 48 hours. Go for Honor or Mi Band Instead.","Reviewed in India on 27 June 2021","It's not worth it and you don't have to settle for this.",3,"",0,"Smart Band"
"R1HZQVBC8JMNUY","AMIT PANCHAL","Better to go for mi .. third class performances nothing able to measure in single try ones out of 10 try get result for heart rate or spo2 .tries all diagnosis like tight bend etc disappointed","Reviewed in India on 8 October 2021","To poor performance",1,"",0,"Smart Band"
"R3D48SV0H78YQN","Anand Unni","The band is good. It performs up to my expectations, but the Oneplus Health app in the iOS is completely non-functional. The app is not working in iOS, and I hope they fix that soon. Thankfully, I also had an Android device and that's why I was able to pair the band.","Reviewed in India on 8 June 2021","The band is good but the app in iOS is not",4,"",0,"Smart Band"
"RUSEGYGB36IM5","Raj","Perfect watch to keep track of your health with sleek design and performance. Kudos.","Reviewed in India on 26 August 2021","Perfect",5,"",0,"Smart Band (Steven Harrington)"
"R2M8ZGVK7255NX","Devraj Singh Patel","Dont buy this fake product how show reading pen, pencil, bed and scrowdriver.","Reviewed in India on 15 May 2021","Fake product fake spo2",1,"https://images-na.ssl-images-amazon.com/images/I/81KwTddNOuL.jpg
https://images-na.ssl-images-amazon.com/images/I/91MreGSBr4L.jpg",1,"Smart Band"
"R1E6C0OEMESI56","AmazonDebkajon","From the house of OnePlus, so expected better quality and build. Fairly good in terms of features and functionality. Ok for the price paid","Reviewed in India on 26 August 2021","Good, much better than other rival brands",5,"",0,"Smart Band"
"R3MGB5ACZMF1JG","Raaghav Arya","The sleep tracking is pathetic. It glitches a lot. The app doesn't even look remotely good. The battery life is very less. Miband 5 is the same price but much better in terms of both hardware and software. Won't recommend it to anyone.","Reviewed in India on 13 November 2021","Not expected from OnePlus",2,"",0,"Smart Band"
"R1ARHQR28XGQ5W","Raja","I dislike the SpO2 measurement. The value shown is atleast increment of 8 from the actual when measure with other standard devices. So cant trust this measurement.","Reviewed in India on 7 February 2021","SPo2 result not accurate",3,"",0,"Smart Band"
"R1KEV8AHU4X8AR","Naveen Gupta","Battery backup is poor and last only for 4 days. Sleep monitor is good and heart rate also close to accurate. But SPO2 is not accurate. One thing to add in looks it's really good and also very comfortable to wear day and night.","Reviewed in India on 10 April 2021","Ok product.",3,"",0,"Smart Band"
"R1S8JJJK3X29Z8","dhiraj l.","The sleep tracking is not very apt, but its a very good product over all! The display is very small, but the sop and the heart rate tracker works absolutely amazing. If you're looking for a Branded watch with better watch life, go for it.","Reviewed in India on 8 August 2021","Amazing produc! Works wonders",4,"",0,"Smart Band"
"R1750NMLEGB1EB","Amazon Customer","It's not recommended not good at Oxigen levels spo2 and not good to calculate exact calaries reduced","Reviewed in India on 28 January 2022","Not good at spo2 and calries burnt",1,"",0,"Smart Band"
"R28DPD7DY45ZL5","Akanksha Joshi","Pros.Display QualityCons.Battery life is max 2-3 days for meHeart rate and SpO2 doesn't seems to be accurateIt will show 99-100% SpO2 when you are not wearing it, same thing is observed for heart rate.","Reviewed in India on 18 January 2021","Waste of money",1,"https://images-na.ssl-images-amazon.com/images/I/91laZJrNaoL.jpg",1,"Smart Band"
"R2GH2JZYQ6CO5S","Harish","Battery backup is good. Battery comes for a week atleast with enabling notifications always.Accuracy of Sleep tracking is questionable, so don't want comment on it.Very much used feature: Walking target can be set in different units like time, distance and steps.","Reviewed in India on 5 March 2021","Good One",5,"",0,"Smart Band"
"R2BLFN2U7I31FL","Akash","Terrible product . It takes heartbeat when it feels to , it's like it has a mind of its own . I am using it with a one plus device thinking it would work better ...but nope . A very unreliable fitness bandWhen it works as expected , it's pretty good .","Reviewed in India on 29 June 2021","Works good when it works else terrible",2,"",0,"Smart Band"
"R36S4RZGCXL6O4","Sanil","Works well and quite accurate. Quality is upto the mark. Its a steel for this price","Reviewed in India on 5 June 2022","Good Quality Smartwatch",5,"",0,"Smart Band"
"R1J9MBJ5ZXHQEU","Dipesh joshi","Good product.Charge stays for a good duration.Very good touch quality and screen.Very nice music control options in watch.Took 5 mins to pair with my one plus 7.","Reviewed in India on 16 January 2021","OnePlus has the best smart band",5,"https://images-na.ssl-images-amazon.com/images/I/91M1Je6z0rL.jpg
https://images-na.ssl-images-amazon.com/images/I/91Y7EH9Jx7L.jpg
https://images-na.ssl-images-amazon.com/images/I/91tsNoc+XnL.jpg
https://images-na.ssl-images-amazon.com/images/I/A168Fz6G+hL.jpg
https://images-na.ssl-images-amazon.com/images/I/A1UgKx6ERoL.jpg",0,"Smart Band"
"R2Q9FN06S7GFD0","NITIN","same as mi band with little accuracy blood oxygen sensor , the battery life is not at all 14 days , it's actually barely 2 days when connected with phone , it's fine if you have a one plus device and it is also water resistant , good for people who want a watch while wanting to lose weight or jusy work out at the gym but I don't recommend buying if you want for other activities.","Reviewed in India on 18 January 2021","Honest review.",2,"",0,"Smart Band"
"R1YSM1WIT9NZNL","rohit kumar","Does the job.Its app needs to be more suggestive.Device is fine. I bought it as an alternative to oximeter. I dont think there is error in spO2 measurements, even if it has, that would be less. But 1-2% error doesnt mean anything, it will still approximately distinguish between normal and critical.","Reviewed in India on 28 May 2021","Does good job.",4,"",0,"Smart Band"
"R3RKOZ7D7E3L1O","Sandeep D.","Have been using smart bands for more than 5 years.This model from One Plus is very fit for the purpose of tracking your activities, and important health indicators. I use this alongwith the mobile app for tracking exercise, pulse rate, and SPO2.Would strongly recommend.","Reviewed in India on 10 June 2021","Very impressive performance",4,"https://images-na.ssl-images-amazon.com/images/I/C1Lq3l0grcS.jpg",0,"Smart Band"
"R2VUOG3UQFLP4I","GAJEN","Approx facilities are available, same basic needs to be improved such as watch faces, user experiences in both app and watch.Overall good and quality product.","Reviewed in India on 15 February 2022","Satisfactory",4,"",0,"Smart Band"
"R2RB4N03YPOQM2","Amazon Customer","Nothing too special... Did not find myself using it pretty often. Also the battery did not last very long after a month of use i found myself charging it every 3-4 days.","Reviewed in India on 25 September 2021","Nothing special",2,"",0,"Smart Band"
"RJ6YIBBQSA0I3","Himanshu thakur","This oneplus band is awesome and value for a money. But 14 days battery life claimed by a company it's not a true. I fully charged this band but it's battery ran out in 8 to 10 days. The battery could have been improved a little more by its company.","Reviewed in India on 3 May 2021","Band is awesome and value for money",4,"https://images-na.ssl-images-amazon.com/images/I/911fH1vIZqL.jpg
https://images-na.ssl-images-amazon.com/images/I/91F-YBzjZHL.jpg
https://images-na.ssl-images-amazon.com/images/I/91IIInfu8zL.jpg
https://images-na.ssl-images-amazon.com/images/I/91e9XPIrlbL.jpg
https://images-na.ssl-images-amazon.com/images/I/91hNl4YMPxL.jpg
https://images-na.ssl-images-amazon.com/images/I/A14kBAatDiL.jpg",0,"Smart Band"
"R2WO28OVVLPM3U","Roshan","The product is good, built quality wise and operating system wise, but outdated still I would give it average rating, also it should be within 1500/- price range not that useful and style statement","Reviewed in India on 14 November 2021","Average kinda buy.",2,"",0,"Smart Band"
"R1DCN1LF7N7PNJ","Amrit S.","Using this device from past one week. Battery life is really bad earlier I ws using mi band 4 which could easily last 20 days on single charge but this band is big disappointment when it's comes to battery life. Take me advice look for an alternative option","Reviewed in India on 26 January 2021","BATTERY LIFE IS BAD",1,"",0,"Smart Band"
"R3FNJI32KH7ZDN","Srikanth","It's a nice product. Worth to mention about the spo2 tracker.It's a good move that OnePlus is again concentrating on budget oriented gadgets that the more pricey products.","Reviewed in India on 28 January 2021","Nice tracker with all basic day to day needs",5,"https://images-na.ssl-images-amazon.com/images/I/61o0zLW4LPL.jpg",0,"Smart Band"
"RIVOSV9QSPNO","Amazon Customer","Accuracy is good, but not easy to use for everyone, you have to read proper instructions for use","Reviewed in India on 31 May 2021","Good one in the price",4,"",0,"Smart Band"
"R16ZCPDMQU6HQ1","Ashwani Johri","Bought 4 days ago, device hangs a lot.Even after update, issue persists.If you wnat to measure your heart rate or SPO2 level, it hangs.Frequently disconnects with app making app also unuseful.Thinking of returning it as this is not what I expected from brand like one plus","Reviewed in India on 7 October 2021","This product lets one plus down as a brand",1,"",0,"Smart Band"
"R1JKJKE8W8HA4N","Malik Shaikh","Dislike: 1) Battery back-up is not upto the mark.2) sleep tracker compiles wrong information.Likes: 1) Brand name One expects good product from this company.2) Comfortable. Can to be worn whole day.3) Display is good. Crisp and clear","Reviewed in India on 20 January 2021","Not making it upto the brand name",3,"",0,"Smart Band"
"R2HQ8FQQZH3KC","Salauddin","A decent smart band which tracks day to day activities like sleep,walk,calories and notifications. Battery lasts average a week. Would definitely recommend over any other smart bands in this price segment.","Reviewed in India on 28 December 2021","Overall good features for a basic smart band with a week’s battery backup.",4,"",0,"Smart Band"
"R363PH5K7RHG2Z","Bhargav Ratti","Worst Battery life, it's wares down very quickly.It only gives 5 days back up. Terribly disappointed big thumbs down.","Reviewed in India on 22 January 2021","Worst Battery life👎👎",1,"",0,"Smart Band"
"R2MVCLL082UOCJ","Sanketik Pradhan","The accuracy of Heartrate is a little bit low. The OS is smooth but more features can be added (The health app is in beta mode. We cab expect more updates in future) . Overall good at this price range.","Reviewed in India on 19 January 2021","Good but not the best 😅",4,"",0,"Smart Band"
"RFTREWYH42K16","himanshu","Using it for last 4 days battery life is bad. As per company claims battery should last 5 to 10 days, however in last 24 hours battery drained by 40%. Heart rate calculation is configured at every 6 minutes.Sending it back due to wrong claims.","Reviewed in India on 18 February 2022","Battery is pathetic",2,"",0,"Smart Band"
"R17Z0DCK5EHDT7","Ranjana","I am very happy with the performance of the band. When I received this band their os an firmware update aftwr that i have seen a good accuracy. I am using Galaxy watch 3. I must say in this price range i would highly recommend this band. Ony problem what I faced is in his App","Reviewed in India on 9 May 2021","Good Band in this price range",5,"https://images-na.ssl-images-amazon.com/images/I/71klmXkCFLL.jpg
https://images-na.ssl-images-amazon.com/images/I/71utAQR66+L.jpg
https://images-na.ssl-images-amazon.com/images/I/81QTpe7ECjL.jpg",0,"Smart Band"
"R1P2N78FZN339W","kumar","Most worse products from one plus battery backup is too stupid, pairing problem, not Aquracy in measurements. Sellers is also behaving like hell send me renewed products first after complaining send ke new products it is also in same conditions as last one.","Reviewed in India on 22 June 2022","Most worse products from one plus battery backup is too stupid, pairing problem.",1,"",0,"Smart Band"
"RRVHFS7X9M6UH","MUSIC FREAK","Never expect oneplus product like that1. Sleeping track not working2. iOS app not available3. Battery dry very fast","Reviewed in India on 20 January 2021","Horrible product",1,"",0,"Smart Band"
"R2WFJ7SVSGIAY7","Abhishek achary","In this watchI got many advantagesSleep tracker 10 out of 10Activities 10 out of 10Battery 10 out of 10Delivery 10 out of 10Packaging 10 out of 10Product 10 out 10THIS PRODUCT IS AESTHETIC IN THIS PRICE <3","Reviewed in India on 10 May 2022","Comfortable",5,"",0,"Smart Band"
"R23LDBRMQJPDQ4","Jabir Khan","Band have same features as other smart trackers but what goes wrong is battery. It's last for only 10 days on the other hand other smart trackers can last for approx 20 days. But at last it is a good smart tracker and it is very comfortable n user friendly.","Reviewed in India on 2 December 2021","Good smart band",3,"",0,"Smart Band"
"R3VFV3ZDOJUML9","Sumit Gupta","Not like other bands, this band is very light weight and works perfectly as desired. I do not see any flaw. I am sure with its future updates it's going to be the best.","Reviewed in India on 23 January 2021","Superb experience",5,"",0,"Smart Band"
"R7BAJLOPAY2E8","Heenatadvi","I appreciate fast delivery from Amazon . OnePlus band is also good . I love features available . I love this feature of changing watch faces . Rather than this it is very accurate in health updates . I can easily check SPo2 level . It's good 👍","Reviewed in India on 24 February 2022","It's good product.",5,"https://m.media-amazon.com/images/I/61ufpoERtWL.jpg",0,"Smart Band"
"R32IYNM4YG3CI5","Ishan 7","The oneplus health app is not good its interface is not verry good. Sleep tracking have some problems in accuracy and you have to separately turn on the outdoor running option battery is not so good hardly 2days. And strap colors are not good...","Reviewed in India on 24 April 2021","Its application need so many improvements and its not accurate",3,"",0,"Smart Band"
"R26DDELEAW2092","Ashok","Overall features are very good but battery is not 14 days as mentionedIf you take battery backup for more than a week as an important measure then it's better to not go for it and choose mi bands","Reviewed in India on 20 May 2021","Battery backup is not upto mark but overall features are good",4,"",0,"Smart Band"
"R2DB3275N285FG","Tathagata Nath","Hope the display was a bit bigger and more watch faces added to the library.","Reviewed in India on 7 August 2021","Good.",5,"",0,"Smart Band"
"RIOAZVWRLAVNO","Akshay Ahuja","Sucky charger, it's the second time I was charging the band and while inserting it in the charger case the case clip broke. Now I have to buy a new charger which costs 1/4th the price of band.Not an expected quality failure from Oneplus.","Reviewed in India on 15 August 2021","Better options available",1,"",0,"Smart Band"
"R1W4YSY124BQDK","ABHISHEK P","Purchased for my brother. He like it well and told me the product he good one","Reviewed in India on 7 June 2021","I think that the product is good",5,"",0,"Smart Band"
"R1340XDGNV52C8","Joseph K Philip","The build quality of the product was fairly good but accuracy of tracking is not par with rest of the products available in the market. Genuinely disappointed","Reviewed in India on 17 June 2021","OnePlus band needs to improve.",2,"",1,"Smart Band"
"R2Y0ZQS5YZ6WK8","Hitesh","Strap lasted for 4 months only, sleep tracking, steps are inaccurate. Better go for MI band you can get band and accessories lower & easily.","Reviewed in India on 9 June 2022","Accuracy is not to the mark",4,"https://m.media-amazon.com/images/I/519RLZ79mhL.jpg",0,"Smart Band"
"R3ITEW7JB8IVU2","Sriram P S","It is not showing calaries burnt while doing cycling or running. After full night sleep it is showing only 30minutes sleep and 10 minutes deep sleep..can be used only for show and fashion..","Reviewed in India on 7 November 2021","Useless product from OnePlus",2,"",0,"Smart Band"
"R388GJ50Z8WXOI","Sudhanshu","so far found all the sensor working with acceptable accuracy. great value for money fitness band.","Reviewed in India on 17 January 2021","great value for money",5,"",0,"Smart Band"
"RSXK7CWIKBNNL","DILIP PADMANABHAN","Auto display does not turn on when we look into the display....while other smart watches senses that we are looking at the display and turns on automatically...","Reviewed in India on 28 August 2021","Worth the price with one con",4,"",0,"Smart Band"
"RGUYO5XG5EF0V","Uday Reddy","So far so good.Features and usability is good but touch could be more better. Touch sensitive not grt.","Reviewed in India on 11 July 2021","VFM compared to other brand fitness trackers",4,"",0,"Smart Band"
"RLR09MW8Y4F3O","Azaleh","It's fantastic.. User friendly.. Great Quality... Has all the necessary tracking elements...","Reviewed in India on 16 January 2021","Great Quality & User Friendly",5,"",1,"Smart Band"
"R21IIRDO0Y5GWY","Rajesh Singh","Amazing watch, battery life for a week only if switch off the heart and spo2 monitoring.","Reviewed in India on 3 April 2022","Value for money",5,"",0,"Smart Band"
"R1U3RULACG3JLA","Tk","Excellent ,has all the needed features, very crisp display and fluid touch, can put your own watch faces , health app could have been better,also could have given more variety of straps, overall it is great value for money.","Reviewed in India on 16 January 2021","Superb band !!",5,"",0,"Smart Band"
